country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;supra_region;sub_region;eez_indicator;geo_indicator;specon_tech;deep;totseadays;totkwdaysatsea;totgtdaysatsea;totfishdays;totkwfishdays;totgtfishdays;hrsea;kwhrsea;gthrsea;totves;confidential
PSP;2017;1;VL0612;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;144.06;15.18;144.06;15.18;6;432.18;45.54;1;Y
PSP;2017;1;VL1218;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;176.4;15.32;176.4;15.32;27;1190.7;103.41;1;Y
PSP;2017;1;NK;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;43;43;1962.45;250.97;1962.45;250.97;346;15787.8;2019.4;2;Y
PSP;2018;1;NK;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;67;67;3811.343;343.87;3811.343;343.87;628;38135.107;3407.72;6;N
PSP;2018;1;NK;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;66.15;6.41;66.15;6.41;10;661.5;64.1;1;Y
PSP;2018;1;VL0612;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;418.95;32.52;418.95;32.52;46;3042.9;294.86;2;Y
PSP;2018;1;VL1218;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;198;198;11764.329;1067.89;11764.329;1067.89;945;48673.023;6201.94;14;N
PSP;2018;1;VL1824;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;52.869;6.68;52.869;6.68;9;475.817;60.12;1;Y
PSP;2018;1;VL2440;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;248.43;21.64;248.43;21.64;36;2235.87;194.76;1;Y
PSP;2018;1;VL0006;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;1102.5;65.3;1102.5;65.3;74;8158.5;483.22;1;Y
PSP;2018;1;VL0612;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;105.84;14.37;105.84;14.37;NK;NK;NK;1;Y
PSP;2018;1;VL1218;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;107;107;5994.293;411.04;5994.293;411.04;298;25553.377;1697.73;8;N
PSP;2019;1;VL1824;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;5.82;44.1;5.82;9;396.9;52.38;1;Y
PSP;2019;1;VL2440;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;63.21;4.86;63.21;4.86;8;505.68;38.88;1;Y
PSP;2019;1;VL0006;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;126.42;9.72;126.42;9.72;19;1200.99;92.34;1;Y
PSP;2019;1;VL0612;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;132.3;11.49;132.3;11.49;18;793.8;68.94;1;Y
PSP;2019;1;VL1218;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;198.45;19.23;198.45;19.23;47;3109.05;301.27;1;Y
PSP;2019;1;VL1824;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;125;124;8560.912;846.62;8487.412;836.9;1148;80357.55;7831.14;12;N
PSP;2019;1;VL2440;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;16;16;743.864;65.7;743.864;65.7;116;5536.505;492.9;2;Y
PSP;2019;1;NK;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;492.45;36.95;492.45;NA;50;3307.5;320.5;2;Y
PSP;2019;1;NK;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;364;364;24916.25;1856.64;24916.25;NA;2114;153386.025;12981.16;21;N
PSP;2019;1;NK;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;141.12;17.12;141.12;NA;18;1270.08;154.08;1;Y
PSP;2020;1;VL1824;PMP;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;51;46;2980.572;307.54;2568.752;NA;521;33299.675;3447.35;7;N
PSP;2020;1;VL2440;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;926.1;89.74;926.1;NA;195;12899.25;1249.95;1;Y
PSP;2020;1;VL0006;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;51;51;3548.58;396.77;3548.58;NA;483;33856.673;3786.86;8;N
PSP;2020;1;VL0612;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;69.825;5.8;69.825;NA;8;558.6;46.4;1;Y
PSP;2020;1;VL1218;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;5.82;44.1;NA;8;352.8;46.56;1;Y
PSP;2020;1;VL1824;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;220.5;29.1;220.5;NA;39;1719.9;226.98;1;Y
PSP;2020;1;VL2440;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;38;38;2848.86;209.38;2848.86;NA;NK;NK;NK;1;Y
PSP;2020;1;VL0006;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;26;26;1289.925;134.75;1289.925;NA;34;1841.175;152.95;6;N
PSP;2020;1;VL0612;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;18;18;1055.46;82.26;1055.46;NA;NK;NK;NK;2;Y
PSP;2014;1;VL1218;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;23;23;1571.43;101.62;1571.43;NA;NK;NK;NK;2;Y
PSP;2014;1;VL1824;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;5.82;44.1;5.82;9;396.9;52.38;1;Y
PSP;2014;1;VL2440;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;36.75;3.64;36.75;3.64;31;569.625;56.42;1;Y
PSP;2014;1;VL0006;PMP;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;18.375;1.82;18.375;1.82;24;441;43.68;1;Y
PSP;2014;2;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;8;6;147;14.56;110.25;10.92;169;3105.375;307.58;1;Y
PSP;2014;3;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;936;936;19986.987;2608.19;19986.987;2608.19;236;12490.59;1083.33;81;N
PSP;2014;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;58.8;7.21;58.8;7.21;6;352.8;43.26;1;Y
PSP;2014;4;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2368;2368;54653.211;6729.31;54653.211;6729.31;693;24166.8;4261.19;96;N
PSP;2015;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;26;26;755.58;54.8;755.58;54.8;NK;NK;NK;9;N
PSP;2015;5;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1321;1321;47318.646;4348.12;47318.646;4348.12;394;13186.062;2085.98;146;N
PSP;2015;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;102.9;15.94;102.9;15.94;16;529.2;87.84;2;Y
PSP;2015;6;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;11;11;660.03;70.18;660.03;70.18;67;4041.03;432.98;5;N
PSP;2015;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;40;40;2528.4;264.4;2528.4;264.4;303;19102.65;2001.13;2;Y
PSP;2015;7;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;54.39;5.45;54.39;5.45;3;163.17;16.35;1;Y
PSP;2016;8;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;352.771;36.21;352.771;36.21;42;2151.911;218.55;2;Y
PSP;2016;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;176.4;19.38;176.4;19.38;24;1411.2;155.04;1;Y
PSP;2016;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;443;443;11138.212;1173.41;NK;NK;92;7130.97;579.78;86;N
PSP;2016;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;383;383;18955.312;1124.59;NK;NK;14;1646.4;98.84;81;N
PSP;2016;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1703;1703;59813.477;5671.46;NK;NK;671;37512.754;4834.79;210;N
PSP;2016;2;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;264.6;26.84;NK;NK;38;2513.7;254.98;1;Y
PSP;2017;3;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;463.785;55.45;NK;NK;6;264.6;27;7;N
PSP;2017;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;117.6;12.92;117.6;12.92;15;882;96.9;1;Y
PSP;2017;4;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;23;23;1314.18;147.94;1314.18;147.94;166;9487.38;1073.7;5;N
PSP;2017;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;294;32.3;294;32.3;40;2352;258.4;1;Y
PSP;2017;5;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;105.818;13.86;105.818;13.86;14;493.817;64.68;1;Y
PSP;2017;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;213;213;7859.884;791.19;7859.884;791.19;305;18872.595;1873.46;49;N
PSP;2017;6;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;43;43;1580.25;99.21;1580.25;99.21;NK;NK;NK;24;N
PSP;2018;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;691;691;23150.001;2542.9;23150.001;2542.9;160;6497.4;1994.1;119;N
PSP;2018;7;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;74.235;5.15;74.235;5.15;5;371.175;25.75;1;Y
PSP;2018;8;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;74.235;5.15;74.235;5.15;5;371.175;25.75;1;Y
PSP;2018;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;148.47;10.3;148.47;10.3;10;742.35;51.5;1;Y
PSP;2018;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;74.235;5.15;74.235;5.15;5;371.175;25.75;1;Y
PSP;2018;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;157.29;16.6;157.29;16.6;57;2838.57;321.46;2;Y
PSP;2018;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;382.935;54.7;382.935;54.7;49;1919.085;306.6;2;Y
PSP;2018;2;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;55;55;3110.52;299.84;3110.52;299.84;399;21596.505;2221.85;4;N
PSP;2018;3;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;133.77;9.46;133.77;9.46;10;668.85;47.3;1;Y
PSP;2019;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;11;11;1034.88;64.79;1034.88;64.79;68;6397.44;400.52;1;Y
PSP;2019;4;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;57;55;3906.488;330.24;3728.618;318.3;680;52893.349;4003.7;5;N
PSP;2019;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;264.6;20.28;264.6;20.28;NK;NK;NK;1;Y
PSP;2019;5;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;11;11;574.035;50.29;574.035;50.29;78;3607.38;344.46;2;Y
PSP;2019;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2601;2601;59905.697;6168.34;59905.697;6168.34;157;11000.01;967.35;140;N
PSP;2019;6;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1479;1479;59532.817;3975.16;59532.817;3975.16;NK;NK;NK;139;N
PSP;2019;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;5583;5583;185765.848;18395.92;185765.848;18395.92;508;25100.64;3599.17;279;N
PSP;2019;7;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;69.09;4.86;69.09;4.86;4;276.36;19.44;1;Y
PSP;2019;8;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;490.245;34.35;490.245;34.35;50;3741.15;258.82;2;Y
PSP;2019;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;701.925;50.44;701.925;50.44;52;3536.82;259.32;2;Y
PSP;2020;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;77.175;6.48;77.175;6.48;7;540.225;45.36;1;Y
PSP;2020;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;133.035;16.39;133.035;16.39;5;371.175;25.75;3;Y
PSP;2020;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;19;19;632.761;50.24;632.761;50.24;NK;NK;NK;14;N
PSP;2020;1;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;44.1;3.95;44.1;3.95;NK;NK;NK;2;Y
PSP;2020;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;81;81;1578.78;132.51;1578.78;132.51;NK;NK;NK;3;Y
PSP;2020;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;72;72;2216.664;140.32;2216.664;140.32;NK;NK;NK;25;N
PSP;2020;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;1411.2;84.72;1411.2;84.72;164;19286.4;1157.84;1;Y
PSP;2020;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;38;38;2280.705;328.46;2280.705;328.46;392;23414.895;3383.27;3;Y
PSP;2020;1;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;230;230;7959.315;771.86;7959.315;771.86;192;8955.975;1207.2;23;N
PSP;2014;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;240;240;9072.274;631.38;9072.274;631.38;NK;NK;NK;88;N
PSP;2014;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1416;1414;50626.859;4285.12;50448.989;4273.18;850;55848.086;5025.83;183;N
PSP;2014;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;16;16;1881.6;112.96;1881.6;112.96;230;27048;1623.8;1;Y
PSP;2014;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;133.035;14.23;133.035;14.23;26;1689.765;209.53;2;Y
PSP;2014;1;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;749.7;85.92;749.7;85.92;81;5060.475;579.96;1;Y
PSP;2014;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;407.91;39.37;407.91;39.37;64;3788.109;376.81;3;Y
PSP;2014;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;84;84;2375.52;206.15;2375.52;206.15;NK;NK;NK;4;N
PSP;2014;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;47;47;1016.505;108.43;1016.505;108.43;67;3888.15;400.01;12;N
PSP;2015;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;187.425;21.48;187.425;21.48;27;1686.825;193.32;1;Y
PSP;2015;1;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1270;1270;49095.619;3762.45;49095.619;3762.45;221;12538.365;1080.66;105;N
PSP;2015;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;925;925;29609.475;3068.04;29609.475;3068.04;376;22782.06;2564.15;92;N
PSP;2015;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;301.35;28.68;301.35;28.68;8;470.4;51.68;2;Y
PSP;2015;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;277.83;20.79;277.83;20.79;20;1852.2;138.6;1;Y
PSP;2015;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;529.347;49.24;529.347;49.24;55;3428.334;343.75;3;Y
PSP;2016;1;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;15;15;470.4;35.6;470.4;35.6;NK;NK;NK;2;Y
PSP;2016;1;VL1218;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;368;368;16463.544;1348.34;16463.544;1348.34;150;9812.25;819;25;N
PSP;2016;1;VL1824;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;326;326;12331.683;1143.11;12331.683;1143.11;242;14939.537;1545.52;26;N
PSP;2016;1;VL2440;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;319.725;21.9;319.725;21.9;NK;NK;NK;1;Y
PSP;2016;1;VL0006;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;202.86;21.12;202.86;21.12;30;2028.6;211.2;1;Y
PSP;2016;1;VL0612;PMP;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;11;10;423.36;98.55;393.96;88.56;130;4686.36;1208.68;3;Y
PSP;2017;1;VL1218;PMP;GTR;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;705.6;73.3;705.6;73.3;121;8537.76;886.93;1;Y
PSP;2017;1;VL1824;PMP;GTR;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;18;16;1056.195;168.42;967.995;142.3;181;9485.175;1801.32;4;N
PSP;2017;1;VL2440;PMP;GTR;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;784.98;64.8;784.98;64.8;125;8176.875;675;1;Y
PSP;2017;1;VL0006;PMP;GTR;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;235.2;79.92;235.2;79.92;136;3998.4;1358.64;1;Y
PSP;2017;1;VL0612;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;83.79;5.11;83.79;5.11;NK;NK;NK;1;Y
PSP;2017;1;VL1218;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;44;44;1549.38;205;1549.38;205;NK;NK;NK;2;Y
PSP;2017;1;VL1824;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;22;22;1487.64;154.88;1487.64;154.88;220;14876.4;1548.8;1;Y
PSP;2018;1;VL2440;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;19;18;735;163.77;705.6;153.78;175;6100.5;1607.2;2;Y
PSP;2018;1;VL0006;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;493.92;51.31;493.92;51.31;71;5009.76;520.43;1;Y
PSP;2018;1;VL0612;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;86;70;4634.175;866.05;3928.575;657.09;1051;55004.46;10849.64;4;N
PSP;2018;1;VL1218;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;588.735;48.6;588.735;48.6;123;8046.045;664.2;1;Y
PSP;2018;1;VL1824;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;104;104;4256.385;590.13;4256.385;590.13;173;5450.76;1710.43;6;N
PSP;2018;1;VL2440;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;55;55;3364.83;239.56;3364.83;239.56;8;564.48;58.64;3;Y
PSP;2018;1;VL0006;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;135.24;14.08;135.24;14.08;20;1352.4;140.8;1;Y
PSP;2018;1;VL0612;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;117.6;23.89;117.6;23.89;17;1010.625;200.8;2;Y
PSP;2018;1;VL1218;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;200;197;13834.17;2336.33;13763.61;2316.89;1871;127917.195;20553.74;33;N
PSP;2019;1;VL1824;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;149.205;20.5;149.205;20.5;63;3210.48;429.9;2;Y
PSP;2019;1;VL2440;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;48;48;2513.7;347.02;2513.7;347.02;1017;52611.3;7063.73;2;Y
PSP;2019;1;VL0006;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;51.45;6.82;51.45;6.82;20;1029;136.4;1;Y
PSP;2019;1;VL0612;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;13;12;570.36;136.35;535.08;123.5;103;4430.58;1110.05;3;Y
PSP;2019;1;VL1218;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;105.84;15.28;105.84;15.28;13;698.25;100.3;2;Y
PSP;2019;1;VL1824;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;672.525;93.8;672.525;93.8;165;11616.675;1519.04;3;Y
PSP;2019;1;VL2440;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;43;42;2965.725;406.54;2895.9;397.55;672;46518.15;6188.08;4;N
PSP;2019;1;VL0006;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;463.05;156.38;463.05;156.38;133;4398.975;1485.61;1;Y
PSP;2019;1;VL0612;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;22;21;1042.23;242.45;987.105;234.28;265;12015.78;2845.42;8;N
PSP;2019;1;VL1218;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;165.375;55.85;165.375;55.85;50;1653.75;558.5;1;Y
PSP;2020;1;VL1824;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;71;71;5472.81;1158.65;5472.81;1158.65;797;63090.195;13727.45;7;N
PSP;2020;1;VL2440;PMP;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;33.075;11.17;33.075;11.17;6;198.45;67.02;1;Y
